Signature	DrugBank_ID	DrugBank_Name	Enrichment_Score	Normalized_Enrichment_Score	p-value	FDR	Cell_Line
LJP007_NEU_24H:P10	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE	-0.37641506092737653	-2.114935987297733	<0.0001	<0.0001	NEU
LJP007_NEU_24H:H12	DB09053	Ibrutinib	0.31283288135040727	2.1145859428495504	<0.0001	<0.0001	NEU
KMS002_THP1_6H:BRD-K81418486-001-01-2:9.99	DB02546	Vorinostat	0.3452545245139263	2.111182003833003	<0.0001	<0.0001	THP1
NMH001_NEU_6H:BRD-A19037878-001-02-3:10	DB04297	Trichostatin A	-0.379143734771112	-2.111013779884168	<0.0001	<0.0001	NEU
LJP007_NPC.CAS9_24H:E20	DB12021	Dinaciclib	-0.34479330002619696	-2.1074599395316502	<0.0001	<0.0001	NPC.CAS9
LJP007_NEU_24H:M04	DB07794	5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE	0.295197173621862	2.1038051315187336	<0.0001	<0.0001	NEU
CPC016_NEU_24H:BRD-K04111260-001-05-0:10	DB12518	Raclopride	-0.36342984240484916	-2.099253884361525	<0.0001	<0.0001	NEU
LJP009_NEU_24H:I22	DB11363	Alectinib	-0.3718511951486398	-2.09566538268354	<0.0001	<0.0001	NEU
NMH001_NEU_24H:BRD-A19037878-001-02-3:10	DB04297	Trichostatin A	-0.3762782935259617	-2.0952698844707647	<0.0001	<0.0001	NEU
NMH002_NEU_24H:BRD-K23984367-075-10-3:10	DB15414	CM-4307	0.3390789817018862	2.090566056408108	<0.0001	<0.0001	NEU
LJP007_JURKAT_24H:E01	DB11743	Ipatasertib	0.3532019666201894	2.0888933569274233	<0.0001	<0.0001	JURKAT
LJP009_NEU_24H:D01	DB11775	PF-03758309	-0.32925723371977106	-2.087898958421846	<0.0001	<0.0001	NEU
NMH002_NPC_24H:BRD-K27305650-001-11-7:10	DB02656	LY-294002	0.383080684952977	2.0853527012500024	<0.0001	<0.0001	NPC
NMH002_NEU_6H:BRD-A19500257-001-03-9:10	DB02424	Geldanamycin	-0.3739525012933212	-2.0812813140711475	<0.0001	<0.0001	NEU
CPC016_NEU_24H:BRD-K81418486:10	DB02546	Vorinostat	-0.3681882814858056	-2.0759603899476113	<0.0001	<0.0001	NEU
LJP007_NEU_24H:D04	DB12494	SGI-1776	0.30304038463380156	2.071240615171834	<0.0001	<0.0001	NEU
LJP007_NEU_24H:E21	DB12021	Dinaciclib	-0.31193086676049275	-2.0688646432724993	<0.0001	<0.0001	NEU
LJP007_NEU_24H:M20	DB12874	Quizartinib	-0.3828110674626279	-2.0639056241680427	<0.0001	<0.0001	NEU
LJP007_NEU_24H:F06	DB12848	PF-04217903	0.3068943356549871	2.056281725406934	<0.0001	<0.0001	NEU
LJP007_JURKAT_24H:D24	DB06616	Bosutinib	0.3451978510495217	2.054732847536445	<0.0001	<0.0001	JURKAT
LJP009_NEU_24H:P20	DB09074	Olaparib	0.30360135322299736	2.0525694116638373	<0.0001	<0.0001	NEU
NMH001_NEU_24H:BRD-A47564106-001-07-5:10	DB12161	Deutetrabenazine	-0.3230108017429747	-2.0441762011254325	<0.0001	<0.0001	NEU
LJP008_NEU_24H:D02	DB09074	Olaparib	-0.3288545460882437	-2.041758456585197	<0.0001	<0.0001	NEU
CPC015_NPC_24H:BRD-A19037878:10	DB04297	Trichostatin A	-0.34503715955006153	-2.0411702451020988	<0.0001	<0.0001	NPC
AML001_U937_24H:BRD-A45664787:10	DB01088	Iloprost	0.32337654422979056	2.0410747088816876	<0.0001	<0.0001	U937
CPC014_NEU_24H:BRD-A01317026-001-01-2:10	DB04400	L-erythro-7,8-dihydrobiopterin	-0.33261914731682635	-2.0390519488306795	<0.0001	<0.0001	NEU
LJP007_JURKAT_24H:F01	DB12848	PF-04217903	0.34065916504891597	2.038842377037663	<0.0001	<0.0001	JURKAT
LJP007_NEU_24H:I07	DB06589	Pazopanib	0.2921407225804701	2.0371598821906627	<0.0001	<0.0001	NEU
NMH002_NEU_24H:BRD-K98530306-003-13-4:10	DB00575	Clonidine	0.31622227071719855	2.036663233557119	<0.0001	<0.0001	NEU
CPC016_NPC_24H:BRD-K21283037-003-06-2:10	DB00740	Riluzole	-0.31323954641788243	-2.0327111419109136	<0.0001	<0.0001	NPC
NMH002_NPC_24H:BRD-K32610195-001-14-9:10	DB01536	Androstenedione	-0.34278553267411727	-2.0269447130112104	<0.0001	<0.0001	NPC
CPC014_NEU_24H:BRD-M30523314-002-01-5:10	DB00361	Vinorelbine	-0.3429257167705538	-2.0266382730607586	<0.0001	<0.0001	NEU
LJP007_NEU_24H:P06	DB09054	Idelalisib	0.30520502839526475	2.023598728218725	<0.0001	<0.0001	NEU
CPC006_PL21_6H:BRD-K61250553-003-13-2:10	DB00836	Loperamide	0.34372071408897625	2.021380558193004	<0.0001	<0.0001	PL21
LJP008_NEU_24H:J06	DB12116	Epigallocatechin gallate	0.3931861518825467	2.0207396484595255	<0.0001	<0.0001	NEU
NMH002_NEU_24H:BRD-K61559475-001-07-7:10	DB14122	Dihydroxymethoxychalcone	0.32986107562091227	2.0205080252258147	<0.0001	<0.0001	NEU
LJP008_NEU_24H:K11	DB11962	GSK-1059615	0.3818757274124911	2.0196426461922257	<0.0001	<0.0001	NEU
